personne_code	document_code	anchor	occurrence	role_code
benserade	merveilles17_imp_pie-ballard2	pers296	Monsieur de Bensserade	auteur
bontemps	merveilles17_imp_pie-ballard2	pers297	Monsieur Bontemps	organisation
de_launay	merveilles17_imp_pie-ballard2	pers298	Monsieur de Launay	organisation
louisxiv	merveilles17_imp_pie-ballard2	pers299	Roy	
louisxiv	merveilles17_imp_pie-ballard2	pers300	Sa Majesté	
moliere	merveilles17_imp_pie-guignard1668	author1	Poquelin Jean-Baptiste, dit Molière (1622-1673).	auteur
benserade	merveilles17_imp_pie-guignard1668	author2	Benserade Isaac de (1613-1691).	auteur
jean_guignard_fils	merveilles17_imp_pie-guignard1668	pers1	IEAN GVIGNARD fils	imprimeur
louisxiv	merveilles17_imp_pie-guignard1668	pers2	LE ROY	commanditaire
marie_therese	merveilles17_imp_pie-guignard1668	pers3	Reines	destinataire
anne_d_autriche	merveilles17_imp_pie-guignard1668	pers4	Reines	destinataire
louisxiv	merveilles17_imp_pie-guignard1668	pers5	le Roy	organisation
louisxiv	merveilles17_imp_pie-guignard1668	pers6	sa Majesté	
louisxiv	merveilles17_imp_pie-guignard1668	pers7	Roy	
vigarani	merveilles17_imp_pie-guignard1668	pers8	Monsieur de Vigarani	auteur
louisxiv	merveilles17_imp_pie-guignard1668	pers9	le Roy	commanditaire
saint_aignan	merveilles17_imp_pie-guignard1668	pers10	Duc de S. Aignan	auteur
arioste	merveilles17_imp_pie-guignard1668	pers11	Arioste	
desbardins	merveilles17_imp_pie-guignard1668	pers12	M. des Bardins	acteur
louisxiv	merveilles17_imp_pie-guignard1668	pers13	Roy	
artagnan	merveilles17_imp_pie-guignard1668	pers14	Mr. d’Artagnan	acteur
louisxiv	merveilles17_imp_pie-guignard1668	pers15	sa Majesté	
louisxiv	merveilles17_imp_pie-guignard1668	pers16	sa Majesté	
perigny	merveilles17_imp_pie-guignard1668	pers17	President de Perigny	auteur
saint_aignan	merveilles17_imp_pie-guignard1668	pers18	Ducs de S. Aignan	
anne_de_noailles	merveilles17_imp_pie-guignard1668	pers19	de Noailles	
saint_aignan	merveilles17_imp_pie-guignard1668	pers20	Duc de S. Aignan	
anne_de_noailles	merveilles17_imp_pie-guignard1668	pers21	Duc de Noailles	
saint_aignan	merveilles17_imp_pie-guignard1668	pers22	Le Duc de S.Aignan	acteur
saint_aignan	merveilles17_imp_pie-guignard1668	pers23	le Duc de S. Aignan	acteur
louisxiv	merveilles17_imp_pie-guignard1668	pers24	LE ROY	acteur
louisxiv	merveilles17_imp_pie-guignard1668	pers25	Sa Majesté	acteur
louisxiv	merveilles17_imp_pie-guignard1668	pers26	le ROY	acteur
anne_de_noailles	merveilles17_imp_pie-guignard1668	pers27	Le Duc de Noailles	acteur
louisxiv	merveilles17_imp_pie-guignard1668	pers28	le Roy	
anne_de_noailles	merveilles17_imp_pie-guignard1668	pers29	Le Duc de Noailles	acteur
henri_ii_de_guise	merveilles17_imp_pie-guignard1668	pers30	Le Duc de Guise	acteur
henri_de_lorraine	merveilles17_imp_pie-guignard1668	pers31	le Comte d’Armagnac	acteur
henri_ii_de_guise	merveilles17_imp_pie-guignard1668	pers32	Le Duc de Guise	acteur
henri_de_lorraine	merveilles17_imp_pie-guignard1668	pers33	Le Comte d’Armagnac	acteur
jb_gaston_foix_candale	merveilles17_imp_pie-guignard1668	pers34	Les Ducs de Foix	acteur
armand_du_cambout	merveilles17_imp_pie-guignard1668	pers35	de Coaslin	acteur
jb_gaston_foix_candale	merveilles17_imp_pie-guignard1668	pers36	le Duc de Foix	acteur
armand_du_cambout	merveilles17_imp_pie-guignard1668	pers37	Le Duc de Coaslin	acteur
henri_de_daillon	merveilles17_imp_pie-guignard1668	pers38	le Comte du Lude	acteur
francois_vii_de_la_rochefoucauld	merveilles17_imp_pie-guignard1668	pers39	le Prince de  Marsillac	acteur
henri_de_daillon	merveilles17_imp_pie-guignard1668	pers40	Le Comte du Lude	acteur
francois_vii_de_la_rochefoucauld	merveilles17_imp_pie-guignard1668	pers41	Le Prince de Marsillac	acteur
louis_marie_aumont_rochebaron	merveilles17_imp_pie-guignard1668	pers42	Les Marquis de Villequier	acteur
cm_de_belleforiere	merveilles17_imp_pie-guignard1668	pers43	de Soye-court	acteur
louis_marie_aumont_rochebaron	merveilles17_imp_pie-guignard1668	pers44	Le Marquis de Villequiert	acteur
cm_de_belleforiere	merveilles17_imp_pie-guignard1668	pers45	Le Marquis de Soyecourt	acteur
louis_crevant	merveilles17_imp_pie-guignard1668	pers46	Les Marquis d’Humieres	acteur
jf_de_labaume	merveilles17_imp_pie-guignard1668	pers47	de la Valliere	acteur
louis_crevant	merveilles17_imp_pie-guignard1668	pers48	Le Marquis d’Humieres	acteur
jf_de_labaume	merveilles17_imp_pie-guignard1668	pers49	Le Marquis de la Valliere	acteur
hj_bourbon_conde	merveilles17_imp_pie-guignard1668	pers50	Monsieur le Duc	acteur
hj_bourbon_conde	merveilles17_imp_pie-guignard1668	pers51	Monsieur le Duc	acteur
millet	merveilles17_imp_pie-guignard1668	pers52	le Sieur Millet	acteur
hj_bourbon_conde	merveilles17_imp_pie-guignard1668	pers53	Monsieur le Duc	
henri_ii_de_guise	merveilles17_imp_pie-guignard1668	pers54	Le Duc de Guise	acteur
henri_de_lorraine	merveilles17_imp_pie-guignard1668	pers55	Le Comte d’Armagnac	acteur
jb_gaston_foix_candale	merveilles17_imp_pie-guignard1668	pers56	Le Duc de Foix	acteur
armand_du_cambout	merveilles17_imp_pie-guignard1668	pers57	Le Duc de Coaslin	acteur
henri_de_daillon	merveilles17_imp_pie-guignard1668	pers58	Le Comte du Lude	acteur
francois_vii_de_la_rochefoucauld	merveilles17_imp_pie-guignard1668	pers59	Le Prince de Marsillac	acteur
louis_marie_aumont_rochebaron	merveilles17_imp_pie-guignard1668	pers60	Le Marquis de Villequier	acteur
cm_de_belleforiere	merveilles17_imp_pie-guignard1668	pers61	Le Marquis de Soyecourt	acteur
louis_crevant	merveilles17_imp_pie-guignard1668	pers62	Le Marquis d’Humieres	acteur
jf_de_labaume	merveilles17_imp_pie-guignard1668	pers63	Le Marquis de la Valliere	acteur
hj_bourbon_conde	merveilles17_imp_pie-guignard1668	pers64	Monsieur le Duc	acteur
marie_therese	merveilles17_imp_pie-guignard1668	pers65	les Reynes	spectateur
anne_d_autriche	merveilles17_imp_pie-guignard1668	pers66	les Reynes	spectateur
louisxiv	merveilles17_imp_pie-guignard1668	pers67	Le Roy	acteur
hj_bourbon_conde	merveilles17_imp_pie-guignard1668	pers68	Mr. le Duc	acteur
louisxiv	merveilles17_imp_pie-guignard1668	pers69	sa Majesté	
saint_aignan	merveilles17_imp_pie-guignard1668	pers70	les Ducs de S. Aignan	acteur
anne_de_noailles	merveilles17_imp_pie-guignard1668	pers71	de Noailles	acteur
mlle_de_brie	merveilles17_imp_pie-guignard1668	pers72	Mademoiselle de Brie	acteur
marie_therese	merveilles17_imp_pie-guignard1668	pers73	la Reyne	destinataire
louisxiv	merveilles17_imp_pie-guignard1668	pers74	LOVIS	
marie_therese	merveilles17_imp_pie-guignard1668	pers75	Reyne	
louisxiv	merveilles17_imp_pie-guignard1668	pers76	Roy	
louisxiv	merveilles17_imp_pie-guignard1668	pers77	le Roy	participant
henri_ii_de_guise	merveilles17_imp_pie-guignard1668	pers78	le Duc de Guise	participant
cm_de_belleforiere	merveilles17_imp_pie-guignard1668	pers79	les Marquis de Soyecourt	participant
jf_de_labaume	merveilles17_imp_pie-guignard1668	pers80	de la Valliere	participant
anne_d_autriche	merveilles17_imp_pie-guignard1668	pers81	la Reyne Mere	
louisxiv	merveilles17_imp_pie-guignard1668	pers82	leurs Majestez	convive
marie_therese	merveilles17_imp_pie-guignard1668	pers83	leurs Majestez	convive
anne_d_autriche	merveilles17_imp_pie-guignard1668	pers84	leurs Majestez	convive
therese_duparc	merveilles17_imp_pie-guignard1668	pers85	Mademoiselle du Parc	acteur
gros_rene	merveilles17_imp_pie-guignard1668	pers86	le sieur du parc	acteur
la_thorilliere	merveilles17_imp_pie-guignard1668	pers87	le sieur de la Thorilliere	acteur
louis_bejart	merveilles17_imp_pie-guignard1668	pers88	le Sieur Bejar	acteur
louisxiv	merveilles17_imp_pie-guignard1668	pers89	Roy	
marie_therese	merveilles17_imp_pie-guignard1668	pers90	la Reyne	spectateur
marie_therese	merveilles17_imp_pie-guignard1668	pers91	LA REINE	destinataire
louisxiv	merveilles17_imp_pie-guignard1668	pers92	LOVIS	
marie_therese	merveilles17_imp_pie-guignard1668	pers93	LA REINE	destinataire
marche_coquet	merveilles17_imp_pie-guignard1668	pers94	Messieurs de la Marche	acteur
marche_coquet	merveilles17_imp_pie-guignard1668	pers94	Messieurs de la Marche	organisation
parfait_pere	merveilles17_imp_pie-guignard1668	pers95	Parfait Pere	acteur
parfait_pere	merveilles17_imp_pie-guignard1668	pers95	Parfait Pere	organisation
